"COMMUNITY AREA","YEAR","VALUE","GI_VAR"
"10. Norwood Park","2008 - 2012",80.4174174981845,"Pct White"
"10. Norwood Park","2013 - 2017",81.4923110244748,"Pct White"
"11. Jefferson Park","1970",99.3684898196204,"Pct White"
"11. Jefferson Park","1980",96.8270756213644,"Pct White"
"11. Jefferson Park","1990",92.0208042623367,"Pct White"
"11. Jefferson Park","2000",81.6,"Pct White"
"11. Jefferson Park","2010",70.5750415715998,"Pct White"
"11. Jefferson Park","2008 - 2012",67.5170893877703,"Pct White"
"11. Jefferson Park","2013 - 2017",65.3610862429126,"Pct White"
"12. Forest Glen","1970",99.0550874287663,"Pct White"
"12. Forest Glen","1980",95.539992628087,"Pct White"
"12. Forest Glen","1990",90.5805720758992,"Pct White"
"12. Forest Glen","2000",81.4,"Pct White"
"12. Forest Glen","2010",74.0104596751996,"Pct White"
"12. Forest Glen","2008 - 2012",72.0202782871319,"Pct White"
"12. Forest Glen","2013 - 2017",70.6901089645734,"Pct White"
"13. North Park","1970",93.5034664116663,"Pct White"
"13. North Park","1980",82.6753093694755,"Pct White"
"13. North Park","1990",69.3951712244395,"Pct White"
"13. North Park","2000",55.8,"Pct White"
"13. North Park","2010",49.114183860862,"Pct White"
"13. North Park","2008 - 2012",49.9386306633225,"Pct White"
"13. North Park","2013 - 2017",51.9530835367795,"Pct White"
"14. Albany Park","1970",91.5442113310116,"Pct White"
"14. Albany Park","1980",62.971242539338,"Pct White"
"14. Albany Park","1990",41.3284580109493,"Pct White"
"14. Albany Park","2000",27.5,"Pct White"
"14. Albany Park","2010",20.8897753880843,"Pct White"
"14. Albany Park","2008 - 2012",29.3968124385402,"Pct White"
"14. Albany Park","2013 - 2017",30.0200030773965,"Pct White"
"15. Portage Park","1970",98.536347629229,"Pct White"
"15. Portage Park","1980",95.5762088266578,"Pct White"
"15. Portage Park","1990",88.9069771556987,"Pct White"
"15. Portage Park","2000",69.5,"Pct White"
"15. Portage Park","2010",51.1386593204775,"Pct White"
"15. Portage Park","2008 - 2012",50.9737656989264,"Pct White"
"15. Portage Park","2013 - 2017",50.2682194890613,"Pct White"
"16. Irving Park","1970",96.2349726775956,"Pct White"
"16. Irving Park","1980",85.2169168906222,"Pct White"
"16. Irving Park","1990",66.1755617137503,"Pct White"
"16. Irving Park","2000",44.2,"Pct White"
"16. Irving Park","2010",40.6885732312467,"Pct White"
"16. Irving Park","2008 - 2012",42.8733211827367,"Pct White"
"16. Irving Park","2013 - 2017",41.7280152364209,"Pct White"
"17. Dunning","1970",98.2761765778913,"Pct White"
"17. Dunning","1980",96.946645536186,"Pct White"
"17. Dunning","1990",92.1016316259437,"Pct White"
"17. Dunning","2000",81.6,"Pct White"
"17. Dunning","2010",72.3389621478038,"Pct White"
"17. Dunning","2008 - 2012",71.1741659741185,"Pct White"
"17. Dunning","2013 - 2017",64.4670283137632,"Pct White"
"18. Montclare","1970",99.0235546038544,"Pct White"
"18. Montclare","1980",97.4335217270453,"Pct White"
"18. Montclare","1990",85.9358743970491,"Pct White"
"18. Montclare","2000",54.5,"Pct White"
"18. Montclare","2010",44.9153882650641,"Pct White"
"18. Montclare","2008 - 2012",38.545278606564,"Pct White"
"18. Montclare","2013 - 2017",32.7771329077191,"Pct White"
"19. Belmont Cragin","1970",98.5243645359675,"Pct White"
"19. Belmont Cragin","1980",92.2073785389069,"Pct White"
"19. Belmont Cragin","1990",65.622413580573,"Pct White"
"19. Belmont Cragin","2000",28,"Pct White"
"19. Belmont Cragin","2010",10.8082514332514,"Pct White"
"19. Belmont Cragin","2008 - 2012",15.2750850613083,"Pct White"
"19. Belmont Cragin","2013 - 2017",13.4599029466206,"Pct White"
"20. Hermosa","1970",95.528783143462,"Pct White"
"20. Hermosa","1980",64.9920703944339,"Pct White"
"20. Hermosa","1990",27.4696295015347,"Pct White"
"20. Hermosa","2000",11.5,"Pct White"
"20. Hermosa","2010",0,"Pct White"
"20. Hermosa","2008 - 2012",7.8745811393011,"Pct White"
"20. Hermosa","2013 - 2017",9.13270377733598,"Pct White"
"21. Avondale","1970",95.4057979109646,"Pct White"
"21. Avondale","1980",75.4287589107287,"Pct White"
"21. Avondale","1990",58.0482869108182,"Pct White"
"21. Avondale","2000",29.6,"Pct White"
"21. Avondale","2010",21.9297634797948,"Pct White"
"21. Avondale","2008 - 2012",26.5032978672187,"Pct White"
"21. Avondale","2013 - 2017",34.368978805395,"Pct White"
"22. Logan Square","1970",79.8091581503021,"Pct White"
"22. Logan Square","1980",43.4692336730842,"Pct White"
"22. Logan Square","1990",26.7308274317535,"Pct White"
"22. Logan Square","2000",26.3,"Pct White"
"22. Logan Square","2010",29.5520764069395,"Pct White"
"22. Logan Square","2008 - 2012",41.5593744070691,"Pct White"
"22. Logan Square","2013 - 2017",46.2659109662234,"Pct White"
"23. Humboldt Park","1970",63.6226751805482,"Pct White"
"23. Humboldt Park","1980",21.2488889515936,"Pct White"
"23. Humboldt Park","1990",6.02015597945925,"Pct White"
"23. Humboldt Park","2000",3.3,"Pct White"
"23. Humboldt Park","2010",1.22577313324017,"Pct White"
"23. Humboldt Park","2008 - 2012",5.53623668377767,"Pct White"
"23. Humboldt Park","2013 - 2017",6.16726035408581,"Pct White"
"24. West Town","1970",52.8966346153846,"Pct White"
"24. West Town","1980",31.3518894926785,"Pct White"
"24. West Town","1990",27.4984892192969,"Pct White"
"24. West Town","2000",39.4,"Pct White"
"24. West Town","2010",49.3452278835707,"Pct White"
"24. West Town","2008 - 2012",57.0920594146539,"Pct White"
"24. West Town","2013 - 2017",60.8148670788438,"Pct White"
"25. Austin","1970",62.7686922277526,"Pct White"
"25. Austin","1980",18.3914624780838,"Pct White"
"25. Austin","1990",9.10860018057662,"Pct White"
"25. Austin","2000",4.8,"Pct White"
"25. Austin","2010",2.71426991244565,"Pct White"
"25. Austin","2008 - 2012",4.54656588089077,"Pct White"
"25. Austin","2013 - 2017",4.6220869200084,"Pct White"
"26. West Garfield Park","1970",2.10671838890723,"Pct White"
"26. West Garfield Park","1980",0.602391849992618,"Pct White"
"26. West Garfield Park","1990",0.36107076156879,"Pct White"
"26. West Garfield Park","2000",0.6,"Pct White"
"26. West Garfield Park","2010",0,"Pct White"
"26. West Garfield Park","2008 - 2012",1.41404758218506,"Pct White"
"26. West Garfield Park","2013 - 2017",2.2384144564267,"Pct White"
"27. East Garfield Park","1970",0.668774552074351,"Pct White"
"27. East Garfield Park","1980",0.617479417352755,"Pct White"
"27. East Garfield Park","1990",0.678318768206409,"Pct White"
"27. East Garfield Park","2000",1.1,"Pct White"
"27. East Garfield Park","2010",0,"Pct White"
"27. East Garfield Park","2008 - 2012",3.10564833927566,"Pct White"
"27. East Garfield Park","2013 - 2017",5.59888022395521,"Pct White"
"28. Near West Side","1970",16.2903574196663,"Pct White"
"28. Near West Side","1980",12.7580490358607,"Pct White"
"28. Near West Side","1990",18.7717817174275,"Pct White"
"28. Near West Side","2000",25.3,"Pct White"
"28. Near West Side","2010",36.2825567116913,"Pct White"
"28. Near West Side","2008 - 2012",41.8625694816347,"Pct White"
"28. Near West Side","2013 - 2017",41.5479068583789,"Pct White"
"29. North Lawndale","1970",1.54581521968514,"Pct White"
"29. North Lawndale","1980",1.06445217278253,"Pct White"
"29. North Lawndale","1990",0.756935047361299,"Pct White"
"29. North Lawndale","2000",0.9,"Pct White"
"29. North Lawndale","2010",0,"Pct White"
"29. North Lawndale","2008 - 2012",2.20934745245883,"Pct White"
"29. North Lawndale","2013 - 2017",2.68728962083067,"Pct White"
"30. South Lawndale","1970",54.2189363224422,"Pct White"
"30. South Lawndale","1980",16.546992181267,"Pct White"
"30. South Lawndale","1990",6.20664161173064,"Pct White"
"30. South Lawndale","2000",3.5,"Pct White"
"30. South Lawndale","2010",1.49004622766852,"Pct White"
"30. South Lawndale","2008 - 2012",4.34400555579177,"Pct White"
"30. South Lawndale","2013 - 2017",3.81558028616852,"Pct White"
"31. Lower West Side","1970",38.8377005708122,"Pct White"
"31. Lower West Side","1980",20.5178972659118,"Pct White"
"31. Lower West Side","1990",10.5270074911289,"Pct White"
"31. Lower West Side","2000",8.2,"Pct White"
"31. Lower West Side","2010",0,"Pct White"
"31. Lower West Side","2008 - 2012",12.4723186702026,"Pct White"
"31. Lower West Side","2013 - 2017",16.0180004864996,"Pct White"
"32. Loop","1970",84.8865478119935,"Pct White"
"32. Loop","1980",72.2222222222222,"Pct White"
"32. Loop","1990",71.5241760080308,"Pct White"
"32. Loop","2000",62.1,"Pct White"
"32. Loop","2010",79.2287039297047,"Pct White"
"32. Loop","2008 - 2012",63.4070477563252,"Pct White"
"32. Loop","2013 - 2017",61.9955406911929,"Pct White"
"33. Near South Side","1970",10.4140526976161,"Pct White"
"33. Near South Side","1980",3.31354411155598,"Pct White"
"33. Near South Side","1990",5.18453427065026,"Pct White"
"33. Near South Side","2000",25.2,"Pct White"
"33. Near South Side","2010",81.1021137869387,"Pct White"
"33. Near South Side","2008 - 2012",45.1617683378612,"Pct White"
"33. Near South Side","2013 - 2017",46.8374259102456,"Pct White"
"34. Armour Square","1970",36.8586307244601,"Pct White"
"34. Armour Square","1980",29.5230460921844,"Pct White"
"34. Armour Square","1990",21.5350430515693,"Pct White"
"34. Armour Square","2000",17.1,"Pct White"
"34. Armour Square","2010",5.95910904255319,"Pct White"
"34. Armour Square","2008 - 2012",11.2107950401167,"Pct White"
"34. Armour Square","2013 - 2017",12.7127500746491,"Pct White"
"35. Douglas","1970",9.3,"Pct White"
"35. Douglas","1980",9.71708683473389,"Pct White"
"35. Douglas","1990",5.21010048283962,"Pct White"
"35. Douglas","2000",6.6,"Pct White"
"35. Douglas","2010",5.09255761239139,"Pct White"
"35. Douglas","2008 - 2012",11.8832086233059,"Pct White"
"35. Douglas","2013 - 2017",11.0533660555315,"Pct White"
"36. Oakland","1970",-0.0382701875239189,"Pct White"
"36. Oakland","1980",0.322426558395032,"Pct White"
"36. Oakland","1990",0.451384652921801,"Pct White"
"36. Oakland","2000",0.7,"Pct White"
"36. Oakland","2010",0,"Pct White"
"36. Oakland","2008 - 2012",2.87539936102236,"Pct White"
"36. Oakland","2013 - 2017",2.58841234010534,"Pct White"
"37. Fuller Park","1970",1.31578947368421,"Pct White"
"37. Fuller Park","1980",0.63443072702332,"Pct White"
"37. Fuller Park","1990",0.458295142071494,"Pct White"
"37. Fuller Park","2000",0.5,"Pct White"
"37. Fuller Park","2010",0,"Pct White"
"37. Fuller Park","2008 - 2012",2.25718194254446,"Pct White"
"37. Fuller Park","2013 - 2017",1.44435004248088,"Pct White"
"38. Grand Boulevard","1970",0,"Pct White"
"38. Grand Boulevard","1980",0.316332036992241,"Pct White"
"38. Grand Boulevard","1990",0.267431818814943,"Pct White"
"38. Grand Boulevard","2000",0.6,"Pct White"
"38. Grand Boulevard","2010",0,"Pct White"
"38. Grand Boulevard","2008 - 2012",4.07757764243445,"Pct White"
"38. Grand Boulevard","2013 - 2017",2.63261296660118,"Pct White"
"39. Kenwood","1970",19.0315147911402,"Pct White"
"39. Kenwood","1980",19.5003185582962,"Pct White"
"39. Kenwood","1990",19.6061172846298,"Pct White"
"39. Kenwood","2000",15.9,"Pct White"
"39. Kenwood","2010",3.98083101889669,"Pct White"
"39. Kenwood","2008 - 2012",17.3762376237624,"Pct White"
"39. Kenwood","2013 - 2017",16.9468846355227,"Pct White"
"40. Washington Park","1970",0.0803928385190335,"Pct White"
"40. Washington Park","1980",0.259902927822139,"Pct White"
"40. Washington Park","1990",0.355212355212355,"Pct White"
"40. Washington Park","2000",0.5,"Pct White"
"40. Washington Park","2010",0,"Pct White"
"40. Washington Park","2008 - 2012",0.179436569172797,"Pct White"
"40. Washington Park","2013 - 2017",0.739001912710833,"Pct White"
"41. Hyde Park","1970",61.4768020501207,"Pct White"
"41. Hyde Park","1980",54.3368164625938,"Pct White"
"41. Hyde Park","1990",50.4366049598323,"Pct White"
"41. Hyde Park","2000",43.5,"Pct White"
"41. Hyde Park","2010",24.221256684492,"Pct White"
"41. Hyde Park","2008 - 2012",46.8934855506575,"Pct White"
"41. Hyde Park","2013 - 2017",46.4196518432922,"Pct White"
"42. Woodlawn","1970",2.26335154420783,"Pct White"
"42. Woodlawn","1980",3.39179032568896,"Pct White"
"42. Woodlawn","1990",3.08302697193608,"Pct White"
"42. Woodlawn","2000",2.8,"Pct White"
"42. Woodlawn","2010",0,"Pct White"
"42. Woodlawn","2008 - 2012",6.85211699734097,"Pct White"
"42. Woodlawn","2013 - 2017",8.54127821636847,"Pct White"
"43. South Shore","1970",28.4329283411852,"Pct White"
"43. South Shore","1980",3.51157017352045,"Pct White"
"43. South Shore","1990",1.85477185168327,"Pct White"
"43. South Shore","2000",1.1,"Pct White"
"43. South Shore","2010",0,"Pct White"
"43. South Shore","2008 - 2012",1.50864789799268,"Pct White"
"43. South Shore","2013 - 2017",2.79915014748654,"Pct White"
"44. Chatham","1970",0.871275403387823,"Pct White"
"44. Chatham","1980",0.825046040515654,"Pct White"
"44. Chatham","1990",0.565540118002121,"Pct White"
"44. Chatham","2000",0.3,"Pct White"
"44. Chatham","2010",0,"Pct White"
"44. Chatham","2008 - 2012",0.535434965708098,"Pct White"
"44. Chatham","2013 - 2017",1.63818351517492,"Pct White"
"45. Avalon Park","1970",14.3838467943381,"Pct White"
"45. Avalon Park","1980",2.67546403712297,"Pct White"
"45. Avalon Park","1990",1.26376910596875,"Pct White"
"45. Avalon Park","2000",0.9,"Pct White"
"45. Avalon Park","2010",0,"Pct White"
"45. Avalon Park","2008 - 2012",1.74690651970469,"Pct White"
"45. Avalon Park","2013 - 2017",0.6079330277058,"Pct White"
"46. South Chicago","1970",50.0076661920929,"Pct White"
"46. South Chicago","1980",12.85381930981,"Pct White"
"46. South Chicago","1990",5.6160486560722,"Pct White"
"46. South Chicago","2000",2.9,"Pct White"
"46. South Chicago","2010",0,"Pct White"
"46. South Chicago","2008 - 2012",3.14685314685315,"Pct White"
"46. South Chicago","2013 - 2017",2.79871209708807,"Pct White"
"47. Burnside","1970",87.8654511160013,"Pct White"
"47. Burnside","1980",8.29528158295282,"Pct White"
"47. Burnside","1990",3.16837658418829,"Pct White"
"47. Burnside","2000",1.2,"Pct White"
"47. Burnside","2010",0,"Pct White"
"47. Burnside","2008 - 2012",0.570125427594071,"Pct White"
"47. Burnside","2013 - 2017",0.443655723158829,"Pct White"
"48. Calumet Heights","1970",45.4355712368931,"Pct White"
"48. Calumet Heights","1980",5.18410143867349,"Pct White"
"48. Calumet Heights","1990",2.46375981206669,"Pct White"
"48. Calumet Heights","2000",1.3,"Pct White"
"48. Calumet Heights","2010",0,"Pct White"
"48. Calumet Heights","2008 - 2012",1.35586149353358,"Pct White"
"48. Calumet Heights","2013 - 2017",1.66060054595086,"Pct White"
"49. Roseland","1970",42.4574481699514,"Pct White"
"49. Roseland","1980",1.71503138010315,"Pct White"
"49. Roseland","1990",0.761156249446834,"Pct White"
"49. Roseland","2000",0.5,"Pct White"
"49. Roseland","2010",0,"Pct White"
"49. Roseland","2008 - 2012",1.11074307165728,"Pct White"
"49. Roseland","2013 - 2017",1.07463530742582,"Pct White"
"50. Pullman","1970",48.3980537960158,"Pct White"
"50. Pullman","1980",16.8068852141959,"Pct White"
"50. Pullman","1990",12.9066780821918,"Pct White"
"50. Pullman","2000",8.5,"Pct White"
"50. Pullman","2010",6.10918058513619,"Pct White"
"50. Pullman","2008 - 2012",7.1881024511154,"Pct White"
"50. Pullman","2013 - 2017",10.2827763496144,"Pct White"
"51. South Deering","1970",65.7,"Pct White"
"51. South Deering","1980",20.2164948453608,"Pct White"
"51. South Deering","1990",12.5598422979442,"Pct White"
"51. South Deering","2000",7.6,"Pct White"
"51. South Deering","2010",0,"Pct White"
"51. South Deering","2008 - 2012",5.4180602006689,"Pct White"
"51. South Deering","2013 - 2017",4.10565211441084,"Pct White"
"52. East Side","1970",96.3690210556209,"Pct White"
"52. East Side","1980",81.7870704608317,"Pct White"
"52. East Side","1990",59.5550122249389,"Pct White"
"52. East Side","2000",29.4,"Pct White"
"52. East Side","2010",13.4401555828013,"Pct White"
"52. East Side","2008 - 2012",17.3959263511502,"Pct White"
"52. East Side","2013 - 2017",16.196205460435,"Pct White"
"53. West Pullman","1970",79.4533459000942,"Pct White"
"53. West Pullman","1980",4.41163370746481,"Pct White"
"53. West Pullman","1990",1.76429252622597,"Pct White"
"53. West Pullman","2000",0.9,"Pct White"
